ic-1,ic-2,ic-3,ic-4,ic-5
21.7,12,21.5,28,12.1
20,27,24,69,6
1,9,14,24.5,27.8
7.5,8.1,22,10,45
7.9,5,7,22.4,10
4.3,25.7,2.8,52.9,6
6.1,10.9,10.5,56.4,29.2
40.4,5.3,24,14,35
2.5,26.7,22,4.7,35.5
2,38.2,15.7,42,79.6
1.5,30,7.2,7.6,0
13.1,15.7,46.7,6.1,20
8.5,4,3.3,15,11.5
1,18,30,22,50
0.3,5.4,9,8.9,0.8
10.1,3.8,16.3,3.5,48
6,5.9,31,12.1,24
7.9,39.6,16,11,29.2
6,12.2,36,30.7,16.3
4,9.3,18.6,54,7.4
1.8,15,48,0.4,14
40,12.1,19.3,8.5,18
5.4,32.6,15,15.8,10
9.5,33.5,17.7,12.2,27.1
16.4,2.6,10,10,41.8
11.3,9.3,17,12.5,21.7
10.4,19.6,19,11.9,23
1,16.2,34,31,9
5,7.2,20.7,9,29.5
6,28.8,10,35,26.3
14.4,5,14.8,127.5,9.4
24.8,0.7,32,11.5,15.3
8,8,8,22,1.7
4.4,13.3,23.4,6.7,9
3.5,24.2,16,12,14.5
24.8,2.6,11.3,21,6.5
13.8,12,10.4,29,2
4,30,60.5,20,35.1
54.6,23,26,27,27.8
0.5,7.6,39.2,8.4,5
7,8.2,12.9,16,67.8
90,8,23.5,17.5,30.5
6.3,45,15.8,43.9,17.6
10.5,37,46.2,30,25
32.5,50,70.4,19.2,23.3
0.7,26.2,39,30,45.4
29.9,121,9.4,7,60.7
10,29.3,14,7.5,14
55.4,2.1,20.7,27,37
0.6,10,5.4,45.3,42.7
15.6,2,0.5,9,12
9.9,16.5,14.5,16.4,33
0.5,17,11.4,19.8,3.5
6,10,34.1,7,10.5
1.5,13.1,45,20,13
20,9.6,3,12,21.6
5.2,18.2,22,20.4,27.9
6,48.9,41,8.4,47.7
1,8,18.9,208.7,19
6,62.8,25.6,21,3
2,10,17.9,18,43
2.7,13.4,16,20,27.1
3.4,13,32,15,30.4
0.7,6.2,6,12,11
2,21,6,29,110
1,27,17.7,26.3,19
16.5,8,15.9,5.3,66.3
0.5,26.2,20,33,16
17.5,18,6.5,211.4,85
0.6,20,8,15.5,40
3,3.5,8,9.2,42.1
12,21,14.8,88.4,11.1
11,16,12,7.5,46.6
11.9,8.3,22.6,4.4,25
19.4,21,64.5,39,19.8
16.8,17.3,12,33.9,77.4
12,8.5,10,14.5,41
6,15,1.8,2.8,14.9
40,5,28.1,11.4,18.7
30,4.5,20,57.3,28.9
1,16,11,20,43
20,12,18.5,74,9.4
10.1,16,32.2,1.8,24
0.4,24,2.9,19.5,21
9.5,10,3.6,6.5,8.7
1,33,31.7,14.3,50.7
20.2,5.3,3,20.5,8
9.5,12,14.5,15.5,39.3
1.5,1.1,17.2,26.7,46.5
24,0.3,20.8,12,20.5
5,10,11.2,28,7.1
9.1,32.1,9.6,12,1.5
1.5,2.8,25.5,77,16.5
7,6.3,23,15.6,20
9.5,3.3,34,10,22.7
13.1,18,7,17,6
8.1,3,16.5,27.6,11
4.4,20,1.5,18,26.9
15.5,10.5,6,8,30.5
17.6,1.7,6.6,18.5,15
0.4,18,20,28,50.6
77.5,20,19.1,22,37.2
2,12.1,15.2,17.1,40.7
0.7,1.3,31.3,6,5.8
1,20,6.7,15,5.5
5.1,19.2,19.5,11,1.6
5.6,11.9,6.1,20,30.8
1.1,1.9,14,20,6.1
12,6.6,7.2,23,24.1
16,40,57,32,23.1
2.5,16.5,9.5,13.5,26.5
6,18,20,47.2,5
36.3,0.1,26.1,210.9,20.9
7,15.3,20,6,21
19,8.2,6,34.2,26
3,30,12,152,42.2
1.1,32.5,5,13.5,20
43.6,6.5,11,33.1,22
9,8,24.5,103.2,6.6
5.8,10,16,22.9,16
5,2.4,14.7,3,9.1
20,9.8,17,10,7
33.2,17,24,21,27.2
0.8,9.4,28,49,21
1,18,12,38,33.6
7,70,19.6,34.7,21.5
15,14.1,23,25.5,54.6
8,3.2,14.4,44,17.9
1,19,16,29.5,40
8.8,4.9,13,7,25.1
3.2,24.8,1.1,48,11.6
26,7,1,17.5,29
8,42.4,18.6,0,19
12.7,25.9,23,28.1,15.4
2.2,4,14.6,48.5,50.6
1.6,28.9,7.9,45.5,27.5
2,34.6,6,55.7,11
40,1.7,18,18,17.2
0.1,22.2,11,240,37
27.4,0.7,8.1,54.5,15
1.4,19.7,12.1,10.3,26
4.7,43,6.8,33,15.6
10,41.7,13.5,15.6,3
5.3,21,8.8,56.2,19.5
11,1,15.5,21.3,33
2.1,15,15,15,24.5
4.2,10,50,23.8,10
20,21.6,12,32,32
3.6,10.5,31,18.1,16
9.9,5,9,28.5,32
0.8,45,7.5,19.4,4.9
3.3,3.5,14.9,34.7,12.2
15.1,10.7,35.6,22.3,32.2
0.3,41.4,5,5.3,24
16.7,19.5,23,9.5,10.6
12,25,12.5,24.6,30.7
12,24.4,18,30.8,28
14.7,7,9.4,42,5.2
7,6,40,25,26
1.6,1.5,3.7,24.6,18
8,10,5,45.3,31
3.5,7,1.8,36,37.4
10.8,25,12,6.3,14.9
25.4,12,18,13.4,22.8
14,3.3,17.6,15,22.8
15,0,42.4,25,29.8
2.6,10.1,20,9.8,6.9
4,7,43.6,18.6,23
14.4,20.9,3,22,37.8
30,5.6,9.3,26.4,24
10,13.9,26.3,42.5,30
4,1.3,7,14.6,20.3
5.5,5,9.1,26,25
1,15,4,18,40
2.5,7.8,7.4,10,11
2.7,10.9,14.4,62.7,40.1
3.4,27.5,11,0.5,27
12,20.4,10,31.6,33.5
6.5,17.2,9.8,2,9.9
12.1,9,26.5,22,4.6
7,27.9,9,9,13.4
24.5,17.9,4.3,42,15.6
13.7,18.7,18,27.5,13.4
10,12.7,34,8.5,25.7
115,5.5,12,29.6,10.2
0.4,11.6,3.9,21,10
3.5,19,22,18,23
17,27.4,10.3,35,16.8
7.9,11.6,23.8,31.3,15
7,8.3,3,9.2,29.3
13.5,2.7,34.5,18.8,15
4.2,62.2,16,13.2,49.6
9.9,23.7,20.7,52.6,17.5
0.5,22,10,17,17.7
1.7,5,15,11,27
0.4,15.5,2,48,25
7.6,19.5,17,61.5,55.2
0.6,10,9,27.8,8.6
13.5,4.5,7,70.5,35
7.9,27.6,13.2,6.8,0.2
20.3,1.2,73,23,33
0,6,38.3,18.7,19
15,10,7.5,20,15
25,27,6.5,3.7,29.4
24.2,5,24,31.6,52
4.9,16.4,21,42.3,22
0.1,20.4,17.9,12.6,8
0.6,23.6,24.5,21,24
1.2,11,12.8,2,26.5
6,7,20,44,23.2
0.9,10.4,10,82.9,18
7,10.6,12.1,28,23
5.1,33.7,40,53.3,13.6
1,39.5,12,39.4,40.6
4.5,34.8,5.9,27.9,37
8,32.3,27,31.1,18.1
75.5,12,6.8,27,15
15,28.4,8.1,24.5,7.2
11.3,11,15.4,24,27.6
15.4,9.5,36,12,9.8
1.4,5.3,21.8,48.2,48.4
4,7.3,20.2,23.4,28
5,1.3,23,29.3,37.1
0.2,14.6,7.5,17.5,61.5
10,22,16.5,19,35.4
0.4,16.2,37.2,8.9,15
12,2.5,15,60,14
30.1,0.8,4.5,33,11
7,20,11,26.1,85
10,6.9,35,18,22
8,8.5,7.2,15,40.2
16.1,7.8,20,10.2,17.3
3.8,2,25,23,9.5
10,6,16.2,1.5,70.8
11,5.7,40.8,5,19
3.9,11.3,19,24,46
15,6.7,12,19.7,24.1
4.5,4,16,17,36
2.4,9,8.2,10.5,30
14.3,2.5,35.4,34.4,22.9
13.1,12,22,17,47
0.4,30,31.2,14.8,42.7
8,24,4,6,5.5
0.7,1.2,19.5,44,43
12,0,12,8,22
23.3,8.5,15,36.4,42.5
5,12,34.2,7.7,33.1
60,224.8,12.1,0.5,16.8
5.5,16.9,20.6,26.9,4.8
20,5,21,31,42.2
15,18.5,13,13,19
15,39.3,4,25.6,25.9
10.9,11,36,6,5.5
3,5,31.2,14.9,16
5,6,12.3,5.3,50
0.4,10.9,6.8,19.2,22.5
11.2,11,11.3,34,13
2.9,51.5,13.3,10,25.3
8,3,11,9.5,19.4
1.3,18.8,26.6,40,8.5
11.6,3,13,26,0
17.5,10,25.6,44.9,2.5
2.5,21.7,32,18.4,32.5
2.5,11.9,13.5,13.5,53.4
4.9,8,12,41,39.1
0.1,4,11,12,39.5
16,7.5,11.5,36.2,38.4
37.3,16.6,48,16,44
12.8,1.8,16.4,15,29
25,2.9,22.5,24,33
9.7,54.9,50,10,36
7,13.6,10,17,7.3
8,10,38.6,14,17
10.2,27,45.6,5,11
7,3,11.2,37.5,6.9
7,6,37.9,10,19.3
11,8.5,16.7,18.5,8
5,44.2,10.6,30,2
20,10,36.6,17.5,31.7
0.1,4,2.7,15.3,33.6
11.8,0.8,18,13.6,40
10,3.6,42.6,11.5,20
200,12,8.5,32.6,29.6
2.2,20,19.8,10.5,29.4
75,9.2,25.1,3.5,33.2
15,2.5,12,37.7,43
6.5,15,19.5,45.3,23.5
5,9.6,26.1,14,12
12,1.2,10.3,33.2,21
2,15,36,51.9,9.3
3.9,10,13.9,22.7,10
2,13,8,25.5,36.4
19.1,6,20,25,6.8
6,22.5,12,10,20.3
0.5,10.2,3.5,10,19
10,18.2,20,54.2,49.9
5.1,10.5,17.4,6.3,24.7
5.4,25,9.5,41,26.4
13,19.2,10.8,8.5,16
2.1,10,12,34,12
39.1,13.5,12.9,30,58
0,12.5,25.5,5.1,21.7
8.6,5.6,25,41.1,16
10,5,29.8,6,15
4,30.7,8,27.7,21
6,27.9,7.7,27.1,28.9
50,2,13.7,19.5,20
20.6,33.5,11.8,9.5,34
0,5,16.7,9,15.4
15,10.1,51.9,9.3,47.2
8,16,35.6,4,31
3.4,8,5,18,22.2
43,5,13,7.5,5.5
2,10,14,30,27.5
3.5,45,17,32.4,45.5
18.6,14.7,2,25.5,30
4.1,3,36,29.9,6.5
0.2,3.3,15,45,35
8.5,2.4,25,0,43
14.2,10,6.5,43.8,24.7
8.6,5,9.7,8.9,24
16.2,9,3.1,28,15.3
15,22.9,13,36,25
3,3.4,29.9,10,15
8,7.6,24,18.2,17.2
6,17,20.2,27,20
4.5,15.6,34.1,14.5,0.7
13.5,4.7,7,24.8,24.2
2.8,5.3,24,45.9,11.5
0.3,3.5,18.3,17,70
5.3,11.9,18.1,22,28.3
16.2,138.1,5.8,15.4,20
15.1,39.8,7.7,11.9,11.6
5.7,15,11,20,30
32,0.3,5,11,75
20,15,3.3,51,40
12,3,6.6,42,80
0.3,12,7,1.5,10
105,27.7,12.4,16,20
100.3,5.8,14,22,27.5
10,12,16.5,10,21
5,1.1,13.6,8,25
1,25,2,52.5,7
0,14.2,50.5,24.1,56.2
18,36.8,22.2,10.8,17
10,33,19,14,13.5
9,14,30,25.1,18.5
13,10.5,8.4,13.5,11.2
3,6.6,18,27.1,77.5
2.3,33,22,26.8,14
4.5,20,13,20.8,6
8,24,12.3,15,29
6,19.5,7.5,1.2,14
5.9,12,12,8,33.2
5,5,29.3,20.7,22
4,24.7,10,33,16
14,5.2,7.3,6,29.7
16.4,17,15,8.5,25.3
9.1,4.9,13.7,14.7,21.5
1,5,5,28,20.5
4.1,23,9,18,26.7
7,18.9,27,28.9,39.2
14.5,16.7,50.3,24.8,43
0.1,0.1,22,45.5,7
31.2,9.1,18,43.5,5.5
1,13.8,22.5,35.1,12.6
15.1,10.1,5,29.8,45
5,7.3,12.1,9,39
3.8,27.3,6.4,29,10.1
6,23.6,17.8,43,13.2
5.4,12,9,20.4,65.3
20,3.9,25.1,6,12.1
12,10.5,20,18,37
3,5.4,30.6,14.5,14.4
8.9,2,38.3,41.1,20
12,6.9,40,13.5,20.9
12.9,8,4,26.7,42.4
22.5,12,46.6,8,29.5
6,10.4,9.5,24.1,17.3
0.7,13.9,11,212,12.2
20,24,22,48,61
7.6,9,36.4,11,22.1
38.2,18.7,17,11.8,14
3.8,9,15,13,23
3.6,34,2.1,10.9,0.9
13.5,4.5,11,12.1,24.5
76,13.2,1,10,41.3
46.6,11,35.5,19.5,26.6
10.3,4.5,28.5,20,27
7.2,14.4,36.5,30,20
14.6,6.5,26.3,28.1,3
9.4,15,1,36.8,6.1
7,21.4,6,25,1.9
7.9,15,3,88.9,18.8
20.2,5,24.5,44.4,17
20.3,1.2,47.8,7.1,20
20.2,12.3,14.2,12,18.5
13.2,7.2,7.8,4.8,30.3
3.6,15.2,44.6,8,13.9
1.8,6.7,28.5,24.6,10
1,12,6.1,26,60.4
12,44.3,28,12.4,19
34.9,29,12,13.5,38.3
10,16,8.5,44.8,15
15.8,0.5,21.5,19.4,28.8
9.1,8,19.7,29.7,52
109.5,10,15,92,32.6
2.6,17.4,19,12,15
3.2,19,15,19.2,21
6,4.5,5,12,235
8,9.1,18.7,68.1,20.5
22.9,6.7,31,16.9,20.6
4.3,26,5,12.4,5.6
9,9.5,8,30.5,20.5
37,25,8.5,8.2,2.5
15,112,14.3,9,28.3
5,16.5,30.3,1.5,13.5
5,5.3,16.3,30.8,25.3
7,8,34.3,31.9,12.2
17,7.7,30,37.9,60
26.4,5.9,20,20.6,46
5,14.4,14.3,18,14
14,5.4,19,35,19.6
12,8.5,8,17.8,24
220.2,146,8.5,34.6,10
20,16,23,75.5,19.4
9.2,12,4.6,45.1,20
16.3,18.2,2.2,3.8,39
19.5,18.7,18,27,4
9,13.9,19.8,26,10
7.3,38.4,7.5,23,16.6
16.8,9,11.7,39.9,6.6
9.5,10,23,13.3,23.7
0.5,2,11.5,17,18.5
12,20.8,0.9,13.5,20
4,1.6,20.5,18,42
7.1,3,22.5,20.5,79.5
11.7,9,8.8,12.2,10
6,15,14.5,18.4,17
9,18,20.7,4.5,9
4.5,15,38.5,8,73
5,18.4,29.5,33.2,22.2
28,9.2,30.7,29.1,24.2
12.7,8,8.2,20.1,19.8
16.2,8.5,28,10,24.2
6.1,10,49.6,11.5,2.7
2.7,30,9,38.6,19.4
10.8,10,16,12,5.1
8,21,17.2,10,31.8
5,22,48.2,56.4,20
13,13.7,13,20.1,25.6
11.8,8.1,8,6.9,10
5.8,7.9,3,20,39
6,6.5,4.9,13,12
12,4.5,6.4,43.8,21
11,18,18,15,17.6
2,34.3,16,23,15.5
10.7,6.2,16.6,19.5,47.2
9.5,7.9,13.5,11.4,5.7
9.8,7.5,36.8,13.8,59
50,7.8,28.8,19.7,7.5
13,10,13,4.2,18
4.5,18.6,12,12.3,55.2
4.3,7.6,6.1,16.5,10
1,12.5,20,60,50.6
11.7,12.7,27,2,22.6
7,24.7,3.8,24.9,6
7.3,7.5,7,15,8
8,1,3.9,15.5,29
0.6,6,20.4,15.2,15.5
10.1,29.9,10,52.5,27
6.2,12,16.6,23.3,13
7.9,32.2,19.8,11,39.1
10,11.6,31,33,15
7.8,5.9,10.7,22,22
8.4,20,16.4,18,36.4
10,7.3,12,27.7,61.3
9.2,70.1,20,57,59.2
1.1,18.8,37.9,21,28.7
10,0.5,43,5,19
5.9,25.6,18,24,14.9
1,3,5.4,45,0.2
17.6,10,20,12.2,48
25,47.5,10,12,26.2
3.3,24.9,24,27.5,23.2
8,23,28,25.1,10.8
1.6,10.9,3.6,10.6,0.2
15,15,7.6,37,40
11.1,12,95,40.9,22.7
1.8,6.5,11.8,24,10.7
12.8,18.5,10,13.5,33.9
6,10,20,8.3,15.1
36.5,20,34.2,16.8,38
28.4,6,5,28,12
59.3,17,34.6,22.3,17.5
8,31.5,10,19.5,24.7
2.5,10,21.5,10,22.9
8.7,29,24.4,9,9.7
4,3.5,20,10,11
1.5,1,5,15,14
6.5,10,46.9,74,40
10,22.2,54,8,35
55.2,67.1,25.3,11,15.2
3,16,27.7,105.7,22
10,1.5,5.5,24.9,50
0.2,12,38.2,0.1,15
2,16,14,2.3,10
3,0.5,120,50,26
1.8,11,4,12,11
25.9,9.7,24.5,59,18.5
30,30.5,11.8,9.2,14
1.1,12,16.2,24,26.5
21.1,4.7,26,43.7,27.6
15,4,17.6,22.8,1.6
2,10.9,19.4,31.7,56
10.2,6.8,23.1,3,30
0.1,34.3,1,9.4,20
12.2,6,4.9,7.5,24.4
2.4,18,22.1,44.7,10
5,1,17.3,1.7,17.5
7,7,4,7.5,8
0.1,12.2,23,15.6,37
25,3,25.2,15,19
2.6,3.8,81.8,66,26.1
6,3.4,14.6,24,43.2
7.5,12.2,18,10.4,12
15.6,14.4,31.6,51.6,84.6
9,8.3,66.6,30,20
26.3,10,14.1,23.8,18
0.2,15,20,4,30
43.6,18.5,21,27.7,29
2,14,25.7,11.9,12
13,32.5,49,41.9,24
2.1,20.2,23.7,15.3,32.5
20.9,12.2,19,40.7,25
0.5,58.2,31.5,11,32.5
1.8,8.5,14.9,21,22
9.5,7.5,47.3,13,40
30,21.3,14.5,10,15
10,25.4,1,5,12.2
19.9,15.2,12,53.9,20.8
5.4,10,4.5,27,19.9
8.7,20,30.2,31,6.4
15.1,13,28.8,19.8,17.8
2,10,14.6,20,21
6.6,29.1,3,27.3,27
14.4,11,2.2,24.3,27
3.5,5,3.2,10.4,9.9
12.2,14.3,15,23.1,17.6
3,14,35.8,8,25
165.9,23.5,27,17,23.4
11.8,12,3.1,13.8,41.2
0.1,16,10.3,1,42.4
5.2,35,6.3,16.5,40.9
6.5,15.4,9.4,33.3,6
8,7.5,23,16,13
4.4,0,48,8,17
12,10.5,15,15.6,34
10,12.2,26.5,44,17.4
3,135,23.9,14.9,14.5
2.3,19.2,6,17,3
7,24.1,21.2,53.8,16.2
3,150,29.7,10.5,38
1,9,7,12,24
0.1,9,17,35.8,37
20.8,17,22.5,12,8.9
16.9,7,13,30,20
1,13,16.9,37.7,7.8
9.8,12,26,30,20
24,15,2,22.9,33.9
7,39,10.5,32.1,11
5.2,15,3,24,17.6
5,12.5,27.1,2,7
9.5,14.3,12,1.4,21.6
5.9,24,15,29,10
4.3,1,11,3.5,12
7.2,15.7,12,11.7,12.9
3.5,91.5,25.6,41.1,54.5
49.4,20.2,25,10,55
2,9,23.6,4.5,15.2
10.9,12,69,25,26
8,15.4,14.5,17,41
11.7,18,10,15.3,35
2.9,7.9,79.1,23.2,39
0.5,6.9,31,35,20.6
12,2.9,2.2,15,10.9
22,54,46.6,18,48.2
1.2,2,19.2,2.5,23.3
1,24.5,35.8,10.4,23
13.5,9.8,28,30.7,17.3
5,11,3,26,8.4
0.8,16,39.4,5,45.1
31.7,20.5,20.7,5,9
5,42.4,41,18.2,15.1
7.2,13.3,12,55.7,35.2
16.1,4.9,14.8,9,0.3
30,10.3,25.5,38.4,2.5
8.1,16.4,54.7,8.8,40.7
11,11.9,22,38.1,30
9.7,12,50,16,30.5
0,11.6,14,17.3,18
3,19.5,30,26.8,22
8.3,30,32.2,29.5,16
7.3,15,8,14,14
9,2.2,17.8,24,25
11,6.4,36,34.8,209.5
1,21.5,20.6,20,24.5
0.1,8,9,31.4,30
2,15.6,51.4,31,45
30,11,16.5,15.7,44.4
33.6,8,5,4.5,15.9
3.4,16.5,15,11.6,39.5
15.7,10.4,8,28,17
4,14,16,19.8,20.5
3,15,21,24.2,31.6
8,1.8,35.6,177.2,21.3
16.2,19.4,12,10,6.6
10,7.7,50.9,43,15
6.1,11.5,99.9,35,18.1
8,23,11,10.2,22.3
5,233.7,16,19.4,8
15,7,23.3,52.2,36.4
12,13.6,13.1,21,23
6,10,18.7,83.6,15.1
15,15.1,33,5.1,29
24.6,10,7,12,20
4,6.8,22.5,13.1,19.9
40,12,9,14.2,20
4.5,5,26.4,16.8,33.3
12,6,24.2,26,16.8
4.2,1.3,24,2,11.3
14,20,7.9,23,10
20,24.9,6,18.2,59
21.5,23,26.2,7,29
5,15.9,22.7,41.8,20.1
5,21.5,18,17,18.3
0.1,12.8,17.4,11,16.7
12,17,5,7,33.8
8,13,201,35,4.5
4.6,23,9.4,6.5,13.7
6,1,24.2,22.5,29
21.8,10,7.8,26.8,22
0.6,10,22.5,9,14
1.2,17.7,14.7,13.3,7.4
10.4,3.2,25,27.5,9
20,23.6,25.2,202.4,50.5
0.5,3.5,23.6,30.3,17
47,3.2,21,9,27.3
20,16,8,3,10.8
1,13.2,19.5,3.7,9.4
16,16.1,40,8.1,12.4
43.1,4.2,26.1,27.2,31.7
4.6,8,27,79.5,36.8
3,2.4,12,60,21
9.3,7,20.2,19,32.1
1.4,19.2,6.8,28.5,35.7
3.2,20,20,14,24
32,9,12.8,15,45
9,13,39.3,35,28
27.5,12.3,4.2,30.5,33.8
17,20.7,15.1,14,10.5
19,18,1.8,28,18
2.4,22.8,12.3,15.4,34
27,0.5,4,18,10
26.2,10.1,4,23.5,26
3,11,25,24.8,2.6
10.5,10.1,10.7,13.4,25
29.4,12.5,28.1,18,27
0.2,6.6,5,12,19
5.6,1,13,37.5,26.1
12.8,22.1,34.4,4.6,48.9
3.5,6.7,18.6,35.8,21.2
2,5,13.2,18,37
4.4,8.5,40.9,53.6,34.1
12,14.9,7.2,15.1,26.9
4,12.8,18,30.3,6
24,10,43.7,17.8,44.9
8.9,12,22,2.6,35.7
2,4,40,45,37
2.7,23.5,5,32,21.5
1.2,3.5,11.2,18.5,47.6
10,18.1,12,16.6,14.5
6,22,5.5,22.6,22
10,12,21,29.4,58.6
8,27,9,7,12
5,28.5,5.5,15,25
3.7,1.7,36.9,0.3,18.5
2,10,20.5,8,46
41.7,0.4,56,8.2,5
0.1,12,11,29.5,19.5
16.5,15,15,20,17.1
15,16.6,10.1,12,33.4
5.3,5,21,20,15.2
21.4,4.1,13,48,40
7.6,25,2.3,57.5,27.1
19.7,44,15.8,48.4,2.8
12,3.2,16.4,18.8,38
33.4,8.7,10,18.2,42
17,19,50.3,46.4,2
5,6.5,7,52.3,230
19.3,1.5,3,61.7,11.1
0.5,12.4,8.6,29.5,42.5
3,15,7.2,13,47.3
10,15,21,22.2,14.1
0.1,23,56.3,20,12.7
16,94.2,12.7,14,11.5
28,24.3,18.9,0,25.1
60.9,15,9,31.5,13.1
26.4,9.5,9,22.4,24
11,7,7,0.5,12.2
2,10,24.7,53.7,22.4
7,3,25,28.5,13.5
19.5,25,12,13.8,8.5
9.8,26,10.6,9.5,17.7
0,12,16,56.9,14
1.2,7,45.1,29,21.5
8.9,12,2.7,37,31
47.5,10,7.5,14,30
5.9,28,10,60.8,24
50.6,7.5,5.5,5.5,30.4
3.2,11,11.4,4.4,21
8.4,30.8,7.3,44,31
140,34.1,30,60,1.6
1.5,26,24.1,41,41.7
0.6,12,16.1,13,18.5
15,3.5,35.7,22.9,28.5
3.1,19.2,10,30.2,23.5
3,14,8,32,57.5
5,73.1,59.9,38,31
5.1,31,10.4,14,14
2.4,8.3,7.4,20,49
1,12,16.6,29.7,25.6
10,0.1,15,18.5,19
8.9,0.9,110,3.5,17
0.3,8,17.4,31.8,47.7
3,2.5,9,18,23
15,20,7,17.4,1.4
9,6,9.8,16.8,29.8
0.5,23,7,13.5,23.4
30,30,31.1,17.2,16.8
8,12.7,12.5,17,28.6
9.1,2,1,50,25
0.3,35.6,23,9,8
10.7,9.4,8.5,39.9,6.8
16.4,2,2.3,4,20
7,22,33.4,37.6,11
10,10,57,9,42
2.6,16.5,30.5,55.6,37
1.2,14.1,15.7,13.5,72.5
41.6,3.2,30,15,47.1
5.9,7.5,15.5,17,26.3
38,25,29.9,29,90.2
27,10,7.8,27,21
5,11.4,11,25.1,42.3
4.4,17.9,10,3,16.4
10.5,15,31.7,2.3,16.5
6.3,15,19.3,13.3,3
0.3,8.9,17,24,16.5
4,22.4,21,31.7,18.4
10,3,28.8,7,17.4
12,16,20,12.7,35
2,10,17.6,47.3,49.3
0.8,12,9,35.8,53
20,19,24.5,18,47.2
4.5,9.3,51.5,9,38.5
9,11.7,15,10,26
14,5.6,12.8,26.2,21.5
3.5,6,12,24,18.4
12,10,13.5,19,4.6
8.6,10,28.8,18,3
17.2,37.6,11.6,30.1,0
8.2,8.5,11.1,26.4,9.6
6.2,17.3,8.8,17,12.7
7.9,60.9,6.3,17.5,8.2
20,5.5,24.5,39.6,20
2.8,4.9,5,27,11.6
7.9,3.6,13.5,90.5,58.5
13,8.6,7.4,19.6,27
21.3,8,27,14.2,32
0.6,10,19.2,33,3.5
1.2,8.6,25,13.1,12
6.5,35,17,39,7
4,51.3,7,24.5,26.5
1.1,3.2,8.7,18,15
0,0,22.3,37,22.8
2.1,11.6,9.6,35.5,27
0.1,16,10,35,35.4
20.4,6.4,16,79.8,23
9,2.6,8.4,5.1,40.5
21.5,10,16.6,19.7,50
13.3,10,20.6,12.1,15
10.5,1.7,18,62,15.2
1.9,3.1,12.6,13.1,17
4.9,60.7,3,25.7,2
14,34.7,24.6,31,11
80,3.6,20.3,44,25.7
18.4,20.9,39.7,30,25.7
7,2.2,19,101.2,39
0.6,11,1.9,25.8,34
24.2,14,8,10.7,49.2
5.4,17.5,16,21,17.5
8.3,3.7,11,31,24
2.5,20,13.5,6,29.5
1,4,10,8.4,15.7
2.5,15,9,8.2,34.2
20,12,18,4.5,43.7
20,19.8,17,16,9.4
54,11.7,40,12.5,41.6
0.6,19.4,15,29.1,21.2
0.6,23.2,30.2,22,33.5
10,37.1,16,200,40
4,21.6,20.4,34,26.1
15.5,12.5,58,41.8,21
8,83,10,16,15
12.8,6.1,10,29.4,21
7.5,18,11.5,25.8,59.1
1,15.7,18.4,8,35.8
4.8,12.2,14,46.3,30.5
25,17.5,20,30,18.8
18.8,14,58.4,26,17.1
5.3,2.1,20.2,15,19.5
3.6,14.2,4.8,24,30
12,16.8,15,27.2,27.5
3,2.1,9,1.8,20.3
13.2,26.1,20,8.8,17.1
15,50,3.1,18,2
8.8,0.5,10.8,20.3,30
6.5,16.3,13.5,6,2
10,12.1,26.5,0.2,6.1
10,9,30.9,46.2,18.6
23.6,13.7,17.9,10,21
2,9,11.8,12,21.2
7.6,16,231.1,25,12
51.7,3,32.5,9,25.4
4,8,12,38,8.7
0.5,20,46,7,12.7
43,8.2,7,31,30
14,3.6,12,21,8
12,15,35,34.1,9.6
0,12.6,33.8,9,19.1
1.5,20,3.5,35.1,20.1
7.5,26,21.5,10,1.2
6,73.6,19,29,8.5
33.5,10,30.7,13.4,12
200,4.5,7,25.5,35.3
6,42.2,19.8,13,15
15,8,14.1,59.2,6
7,4.5,10,15,16.4
0.6,0.2,30,63,35.4
5,20,28.7,3.1,12
4,6.2,16,22.8,22
0.2,11.1,26,37,18
16,20,80,35,5
11.1,1,19.2,28.8,7.2
9.1,76.6,15.7,2.9,12
20,18.2,35,24.4,31
15.5,19,13,36.7,6.7
19.9,52.7,20,18.9,20.6
8,27,14.2,36,13
0.6,5.3,9,32,14.6
1.8,8,25.2,28,20.5
10.2,14.2,14.8,8.8,15.4
3,10,5,26,27.9
8,7.6,15,25,17
0.2,85,21.7,28.5,39.4
8.5,22,16.8,12,5.5
1.2,52.2,32.4,59.5,17.6
27.8,7.6,9.6,34.5,19.8
8,5.8,31.9,19.5,28.5
5,14.4,26,28,21.2
76.9,4.9,2.2,15,1.5
12,11.7,29.4,5.6,17
11.6,5,26.4,19.5,37.7
5.1,3.6,15,23.2,7.5
10,5,28,6.8,15
6,16.5,25.5,34.3,10
53,3.9,15,11.9,2.6
5.5,254,33.5,23.1,43
6.8,1,20.4,28,1.8
2,35.1,9.1,12,20.6
7,1.8,43.9,15.1,12.6
1.1,25,21,5,28.6
10,20,20.2,16,16
14.4,11,16,30,24
4,0.5,19,26,33
15,12.2,10,44.1,33.4
6,18,25.3,3.9,14.4
22,15.5,21.1,25.8,32
15.2,17.9,9.1,0.8,21.5
15,36.3,1.5,21.6,33.8
3.5,12.2,6.6,19.6,31.8
3,11.7,157.6,32.2,50
12,6.6,6,15.2,40
7,85.3,6.5,16.4,34.4
3,32.8,20,61,44.5
19.9,9.7,19,20.4,12.8
0.3,5,31,18,25
3,30,4,38.5,18.2
